avenir;porvenir;Nul ne sait ce que l'avenir nous réserve.;17/12/2021;6;2,1;42;10;lecture3;name;-
avoir de la chance, as eu de la chance;tenir sort;Tu as eu de la chance, il ne restait plus qu'un billet pour le concert des Stones !;07/12/2021;1;1,6;2;2;lecture16;idiom;-
avoir peur de, a peur de;te por de;Sophie a peur des araignées.;10/12/2021;3;1,6;5;5;lecture15;verb;-
bac;selectivitat;Après mon bac, j'ai prévu de faire des études de médecine.;07/12/2021;1;1,6;2;2;lecture16;name;-
bague;ring;elle m'a doné une bague;27/03/2022;6;2,6;112;10;lecture1;name;-
baigner, nous baigner;banyarse;Nous sommes arrivés à Marseille le samedi et le lendemain, nous sommes allés nous baigner.;10/12/2021;3;1,6;5;5;mine;verb;-
ballotté;va i ve;Depuis 5 ans, l'adolescent est ballotté de famille d'accueil en famille d'accueil.;28/12/2021;6;1,9;30;10;mine;verb;-
berger;pator;Il était une fois, dans un pays lointain, un jeune berger.;07/12/2021;1;1,4;2;2;mine;name;-
bibliothèque;biblioteca;chaque semaine elle emprunte de nouveaux livres à la bibliothèque;15/12/2021;4;1,9;10;8;lecture14;name;-
bizarre;extrany;Avec son poil bleu, ce chat est vraiment bizarre.;08/12/2021;2;1,68;3;3;lecture12;adjective;-
blague;broma;Mon collègue me fait rigoler avec ses blagues. ;16/12/2021;6;2,1;42;10;mine;name;-
blanche-neige et les sept nains;blancaneus i els set nans;Leurs parents leur lisaient Blanche-Neige et les sept nains avant de dormir.;13/12/2021;4;1,6;8;7;lecture12;name;-
bois;fusta;Cette table est en bois de chêne massif.;12/12/2021;4;1,9;10;8;lecture12;name;-
bois;bosc;Les chevreuils se réfugient dans le bois à l'approche des promeneurs.;12/12/2021;4;1,9;10;8;mine;name;-
boucherie;carnisseria;Les animaux de boucherie sont tués à l'abattoir.;13/12/2021;4;1,6;8;7;mine;name;-
bouger, bougé;mogut;J'ai bougé la lampe pour mieux voir.;13/12/2021;4;1,6;8;7;homework;verb;-
brique;toxo;Les briques sont réalisées à partir d'argile et sont de couleur rouille.;12/12/2021;4;1,9;10;8;lecture12;name;-
briser;shatter;Nous n'avons pas le droit de briser leur rêve.;08/12/2021;3;1,6;5;5;lecture1;verb;-
brûler, brûle;crema;Le feu brûle dans la cheminée.;15/12/2021;4;1,9;10;8;lecture14;verb;-
béer, bée;obert de par en par;Sa bouche bée exprimait son étonnement.;07/12/2021;1;1,6;2;2;mine;verb;-
bénéfice;benefici;Si tu es viré, le bénéfice sera pour lui.;07/12/2021;3;1,6;5;5;lecture13;name;-
bénévole;volunteer;Eric travaille comme bénévole à la Croix Rouge;28/01/2022;8;1,92;60;10;lecture1;name;-
bête;tonto;Aussi bête que ça paraisse, je l'aime, mon petit ours en peluche tout usé.;07/12/2021;3;1,6;5;5;lecture14;adjective;-
bête, bêtes;besties;La paille sert de litière aux bêtes.;12/12/2021;4;1,9;10;8;mine;name;-
c'est ne pas ma tasse de thé;No es el teu fort (expresio anglesa);Ça ne me plaît pas, c'est ne pas ma tasse de thé;05/01/2022;6;2;40;10;lecture6;idiom;-
cadeaux;regal;Les enfants ne parvenaient plus à calmer leur impatience devant leurs cadeaux.;14/12/2021;4;1,7;9;7;mine;name;-
cadet, cadette;menor;Je vous présente ma sœur cadette.;08/12/2021;3;1,6;5;5;lecture13;name;-
campagne;camp;"	Ce n'est ni la mer ni la montagne, c'est une magnifique campagne.";17/12/2021;6;2,1;42;10;lecture3;name;-
canapé;sofa;Nous avons mis un tapis devant le canapé.;12/12/2021;4;1,9;10;8;mine;name;-
car;ja que;Fais attention car il est violent.;07/12/2021;3;1,8;5;5;lecture15;adverb;-
caresser, caresse;acariciar;Elle caresse le chat sur ses genoux.;07/12/2021;0;1,58;2;1;lecture3;verb;-
carrosse;carrossa;Pour les grandes cérémonies la reine se déplace en carrosse.;12/12/2021;4;1,9;10;8;lecture12;name;-
casser;break;Je voulais juste casser son téléphone.;20/02/2022;7;2,16;80;10;lecture1;verb;-
cave;bodega;Il garde toujours quelques bonnes bouteilles dans sa cave.;17/12/2021;6;2,1;42;10;mine;name;-
ce jour-là;aquest dia;"	Je ne pourrai pas venir ce jour-là, je serai à l'hôpital.";07/12/2021;3;1,6;5;5;lecture13;ind temporel;-
cependant;no obstant;Cependant depuis le début 2009 le marché des appareils électroménagers commence à conaître les difficultés. ;16/12/2021;6;2,1;42;10;mine;adverb;-
cerveau;cervell;Le cerveau se trouve dans la boîte crânienne.;15/12/2021;4;1,9;10;8;lecture13;name;-
chair;carn;Nous préférons la chair blanche à la chair rouge.;08/12/2021;2;1,5;3;3;homework;name;-
chevreuils;cervols;Les chevreuils se réfugient dans le bois à l'approche des promeneurs.;10/12/2021;3;1,5;5;5;mine;name;-
chrétien;Cristià;Le 25 décembre les chrétiens fêtent Noël;14/12/2021;4;1,7;9;7;mine;name;-
cibler, ciblé;esta dirigit a;Ce produit n'a pas ciblé les bons clients.;07/12/2021;3;1,6;5;5;lecture13;-;-
clocher;campanar;Le clocher de l'église est très élevé.;07/12/2021;0;1,3;2;1;mine;name;-
cohabiter, cohabite;cohabita;Ce jeune couple cohabite avec les parents du jeune homme.;17/12/2021;6;2,1;42;10;lecture3;verb;-
colis;paquet;"	J'attends un colis de bulbes à chaque automne.";07/12/2021;3;1,6;5;5;mine;name;-
colonne;columna;"	Les pompiers repérent au loin une colonne de fumée.";10/12/2021;3;1,6;5;5;lecture13;name;-
communauté;comunitat;"	Nous faisons partie de la communauté française de ce pays.";30/01/2022;7;2;60;10;lecture3;name;-
compter sur;comptar amb;compter sur sa famille c'est un grand soutien dans la vie;17/12/2021;6;2,1;42;10;lecture3;verb;-
comptoir;barra;Le client buvait un café debout au comptoir;17/12/2021;6;2,1;42;10;mine;verb;-
conaître;conéixer;Cependant depuis le début 2009 le marché des appareils électroménagers commence à conaître les difficultés. ;11/02/2022;7;2,1;71;10;lecture2;verb;-
concernant;En quan a;Concernant votre demande, elle sera étudiée demain.;07/12/2021;1;1,6;2;2;lecture16;adverb;-
concierge;conserge;"	Je me méfie de cette sorcière de concierge.";10/12/2021;3;1,6;5;5;mine;name;-
congé;vacances laborals;Pierre est en congé pendant deux semaines.;07/12/2021;3;1,8;5;5;lecture15;name;-
consommateur;consumidor;En été, les consommateurs sont à la terrasse des cafés.;07/12/2021;1;1,6;2;2;lecture16;name;-
construir, construisent;contruir;Les souvenirs construisent la personalité;16/12/2021;6;2,1;42;10;lecture2;verb;-
corps;cos;"	Le corps humain comporte une tête, un tronc et quatre membres.";15/12/2021;4;1,9;10;8;lecture13;name;-
couché du soleil;posta de sol;J'ai regardé le couché du soleil en Patagonie la semaine d'avant.;10/12/2021;3;1,6;5;5;mine;name;-
coup de poing, coups de poing;cops de puny;Les garçons se battent à coups de poing;14/12/2021;4;1,7;9;7;homework;name;-
courage;coratge;C'est un garçon qui a beaucoup de courage.;12/12/2021;4;1,9;10;8;lecture12;name;-
court de justice;tribunal de justicia;Comment oses tu deshonorer cette court de justice ?;07/12/2021;3;1,8;5;5;lecture14;name;-
croyance;creença;La croyance en une forme de vie extra-terrestre est répandue.;08/12/2021;2;1,5;3;3;lecture13;name;-
cygne;cigne;Les enfants vont au lac donner du pain aux cygnes.;07/12/2021;3;1,6;5;5;lecture12;name;-
câlin;abraçar;Mon ami m'a fait un câlin pour me réconforter.;16/12/2021;6;2,1;42;10;lecture2;name;-
célibataire;solter;Mon frère n'est pas marié, il est célibataire;17/12/2021;6;2,1;42;10;lecture3;name;-
côtoyer, côtoie;colindar;La maison côtoie la forêt.;07/12/2021;0;1,3;2;1;lecture16;verb;-
d'après moi;per a mi;D'après moi, il faudra 3 jours pour résoudre ce problème.;07/12/2021;1;1,5;2;2;lecture16;idiom;opinion
datte;datil;"	Pour être bonne, une datte doit être encore moelleuse.";07/12/2021;3;1,6;5;5;mine;name;-
de temps en temps;from time to time;La stratégie définie devra aussi être ajustée de temps en temps;25/01/2022;7;2;60;10;lecture1;idiom;-
debout;de peu;Le client buvait un café debout au comptoir;31/01/2022;7;1,9;57;10;lecture3;adverb;-
deuil;dol;Sa tristesse est la suite de son deuil.;07/12/2021;3;1,6;5;5;mine;name;-
deux jours plus tard;dos dies més tard;deux jours plus tard la voiture est arrivé;07/12/2021;3;1,6;5;5;lecture13;ind temporel;-
docile;docil;Ce chien est bien docile : il revient toujours quand on l'appelle.;10/12/2021;3;1,6;5;5;lecture12;adjective;-
dommage;quina pena;Tu ne peux pas venir à ma fête ? Dommage !;07/12/2021;0;1,3;2;1;lecture16;name;-
déclencheur;desencadenant;Sans déclencheur, la bombe n'explosera pas.;15/12/2021;6;1,78;25;10;lecture2;name;-
découverte;descoverta;La découverte du vaccin contre la rage est due à Pasteur.;12/12/2021;4;1,9;10;8;lecture12;name;-
dépenser, dépensé;gastar;Nous avons dépensé beaucoup d'argent pour rénover notre maison de campagne.;07/12/2021;0;1,3;2;1;lecture16;verb;-
déroulement;desarrollamnet;Nous suivons le déroulement de la course à la télé.;07/12/2021;3;1,6;5;5;lecture12;name;-
déçu;decebut;Il a été déçu d'apprendre que tu ne viendrais pas.;28/01/2022;6;2,18;54;10;lecture2;adjective;-
embrasser, embrassé;besar;La princesse a embrassé la grenouille.;01/01/2022;6;1,98;34;10;lecture2;verb;-
empathie;empatia;Pour faire psychologue, mieux vaut avoir de l'empathie.;12/12/2021;4;1,9;10;8;lecture12;adjective;-
emprunter, emprunte;prestar;chaque semaine elle emprunte de nouveaux livres à la bibliothèque;07/12/2021;3;1,8;5;5;mine;verb;-
en rapport avec;en relació a;Il réalise des projets en rapport avec l'économie du cacao;10/12/2021;3;1,6;5;5;lecture13;adverb;-
enceintes;embaraçades;Les femmes enceintes qui souffrent d'affections gingivales sont plus suceptibles d'accoucher d'un enfant prématuré;03/02/2022;7;2;60;10;mine;adjective;-
enfin;en fi;Il boit, il fume, enfin, il a tous les vices.;07/12/2021;3;1,8;5;5;lecture13;adverb;-
enlèver, enlève;sacar;J'enlève mes vieux pulls de l'armoire.;07/12/2021;0;1,3;2;1;lecture15;verb;-
enterrement;enterrament;L'enterrement de notre grand-mère a réuni toute la famille.;15/12/2021;4;1,9;10;8;lecture15;name;-
entrepreneuse;emprenedora;Une entrepreneuse a beaucoup de responsabilités.;12/12/2021;4;1,9;10;8;lecture12;adjective;-
envahir, envahirent;envairent;Les Allemands envahirent l'Autriche durant l'Anschluss.;07/12/2021;3;1,6;5;5;homework;verb;-
escargot;caragol;La petite fille regardait fascinée les escargots avancer en bavant;07/12/2021;1;1,6;2;2;lecture16;name;-
essayer;intentar;"	Je vais essayer de terminer ce soir.";07/12/2021;0;1,3;2;1;lecture13;verb;-
essouffler, essoufflé;deixar sense aire;Son sprint a complètement essoufflé ce coureur.;07/12/2021;0;1,3;2;1;lecture16;verb;-
exprimer, exprimait;expresava;Sa bouche bée exprimait son étonnement.;07/12/2021;0;1,3;2;1;lecture16;verb;-
fables;faules;C'est La Fontaine qui a traduit en français les fables d’Ésope.;12/12/2021;4;1,9;10;8;lecture12;name;-
fac;facultat;je vais à la fac;21/03/2022;6;2,6;109;10;lecture1;name;-
fade;soso;La cuisine sans sel est fade.;15/12/2021;4;1,9;10;8;lecture14;adjective;-
faire peur à, fait peur à;fet por a;Tu as fait peur à mon enfant en arrivant dans son dos sans faire de bruit.;15/12/2021;4;1,9;10;8;lecture15;verb;-
faire sentir sa voix;deixar sentir la seva veu; volonté d'une institution de marquer son camp, de faire sentir sa voix;14/02/2022;7;2,1;71;10;mine;name;-
fait une entorse;infringit;Le proviseur a fait une entorse au règlement en acceptant cet élève.;07/12/2021;0;1,3;2;1;homework;idiom;-
famille d'accueil;familia d'acollida;Depuis 5 ans, l'adolescent est ballotté de famille d'accueil en famille d'accueil.;08/02/2022;7;1,96;65;10;lecture3;name;-
famille nombreuse, familles nombreuses;familia numerosa;Ce monospace est idéal pour les familles nombreuses.;03/02/2022;7;2;60;10;lecture3;name;-
famille recomposée, familles recomposées;familia reconstituida;À l'ère des familles recomposées, les contrats d'héritage ont toujours plus d'importance.;07/12/2021;3;1,6;5;5;lecture3;name;-
femme au foyer;ama de casa;Sa mère fut femme au foyer pendant quinze ans.;17/12/2021;6;2,1;42;10;lecture3;name;-
ficelle;cordill;Je n'arrive pas à retirer les nœuds de la ficelle. ;08/12/2021;2;1,5;3;3;mine;name;-
figuier;figuer;Quelqu'un avait un figuier planté dans sa vigne, et il vint y chercher du fruit, et il n'en trouva point;17/12/2021;6;2,1;42;10;lecture3;name;-
flamber, flambent;cremen;Les bûches flambent dans la cheminée.;08/12/2021;3;1,6;5;5;lecture14;verb;-
forgeron;herrero;Le forgeron nous a fait visiter son atelier.;08/12/2021;2;1,5;3;3;mine;name;-
foyer;llar;Elle rentre au foyer familial tous les soirs.;17/12/2021;6;2,1;42;10;lecture3;name;-
frelon;abejón;Le frelon me pique et je ressens une vive douleur.;10/12/2021;3;1,6;5;5;mine;name;-
fée;fada;Avec la chance qu'il a, une fée a dû se pencher sur son berceau;12/12/2021;4;1,9;10;8;lecture12;name;-
garder, garde;guardar;Il garde toujours quelques bonnes bouteilles dans sa cave.;17/12/2021;6;2,1;42;10;lecture3;verb;-
goût;gust;Envie de faire évoluer le goût ou la texture de vos produits ?;16/12/2021;6;2,1;42;10;lecture2;name;-
goûter;tastar;Il faut goûter sa cuisine avant de la servir.;17/12/2021;6;2,1;42;10;lecture3;verb;-
grincheux;cascarrabies;Ce vieux grincheux est toujours méchant avec sa belle-fille.;07/12/2021;3;1,6;5;5;mine;adjective;-
habit du dimange;roba de diumenge;J'achète un habit du dimange, pour m'habiller;07/12/2021;0;1,36;2;1;lecture3;name;-
habits;roba;ils sont couverts par leurs habits;17/12/2021;6;2,1;42;10;lecture3;name;-
haine;odi;À l'amour a succédé la haine.;07/12/2021;3;1,6;5;5;lecture12;name;-
honnêteté;honestedad;Il a l'honnêteté de reconnaître ses erreurs.;12/12/2021;4;1,9;10;8;lecture12;adjective;-
humeur;humor;Elle affecte notre comportement, l'humeur et les émotions;16/12/2021;6;2,1;42;10;mine;name;-
hésiter;dubtar;Ne pas hésiter à nous consulter pour un devis.;07/01/2022;7;1,9;48;10;lecture1;verb;-
identité;identitat;Le policier vérifie l'identité des suspects.;17/12/2021;6;2,1;42;10;lecture3;name;-
il y a bien longtemps;feia molt de temps;Il y a bien longtemps que nous n'habitons plus Paris.;08/12/2021;2;1,4;3;3;lecture13;ind temporel;-
il était une fois;erase una vez;Il était une fois, dans un pays lointain, un jeune berger.;07/12/2021;0;1,3;2;1;lecture13;idiom;-
impatience;impaciencia;Les enfants ne parvenaient plus à calmer leur impatience devant leurs cadeaux.;12/12/2021;4;1,9;10;8;lecture12;name;-
inauguration;inaguration;Viens à l'inauguration avec moi.;27/03/2022;6;2,6;112;10;lecture1;name;-
inconvénients;inconvenients;Il faut considérer les inconvénients suite à son départ.;12/12/2021;4;1,9;10;8;lecture12;name;-
inscription;Inscription;L'inscription des participants est libre et gratuite.;24/01/2022;6;2,4;72;10;lecture1;name;-
interdiction;prohibició;C'est pourquoi je suis pour une politique d'interdiction des licenciements ;07/12/2021;1;1,6;2;2;lecture16;name;-
jalousie;jelosia;Sa jalousie lui rend la vie impossible.;12/12/2021;4;1,9;10;8;lecture12;adjective;-
je suis de ton avis;estic d'acord amb tu;Je le vois également, et je suis de ton avis, que la CNT fait des concessions exagérées;07/12/2021;0;1,3;2;1;lecture16;idiom;opinion
juge;jutge;Le juge a décidé la mise en détention provisoire du suspect.;07/12/2021;3;1,8;5;5;lecture14;name;-
l'avant-veille;dos dies abans;"	Pascal avait pourtant signalé le problème l'avant-veille de l'accident.";09/12/2021;3;1,4;4;5;lecture13;ind temporel;-
la petite sirène;la sireneta;la célèbre statue de la Petite Sirène;12/12/2021;4;1,9;10;8;lecture12;name;-
laide, laid;lleig;Ce pauvre chien est vraiment très laid.;10/12/2021;3;1,6;5;5;lecture12;adjective;-
laisser, laisse;deja;Si tu n'as plus faim, laisse ton dessert.;15/12/2021;4;1,9;10;8;lecture15;verb;-
le jour d'après;el dia seguent;Le jour d'après la fin de la Conférence, la République de Corée a organisé une visite d'étude à la zone commune de sécurité;07/12/2021;1;1,4;2;2;lecture13;ind temporel;-
le vilain petit canard;l'aneguet lleig;le vilain petit canard est un conte très interessant;08/12/2021;2;1,5;3;3;lecture12;name;-
lendemain;endema;Nous sommes arrivés à Marseille le samedi et le lendemain, nous sommes allés nous baigner.;07/12/2021;3;1,8;5;5;lecture13;ind temporel;-
licenciements;despidos;C'est pourquoi je suis pour une politique d'interdiction des licenciements ;07/12/2021;0;1,3;2;1;lecture16;name;-
lien;vincle;Il y a un lien très fort entre ces deux frères jumeaux.;17/12/2021;6;2,1;42;10;lecture3;name;-
litière;llit portable;Le comte paradait dans sa litière.;07/12/2021;3;1,6;5;5;mine;name;-
livraison;entrega;"	La livraison de votre commande est prévue demain soir.";07/12/2021;1;1,6;2;2;lecture16;name;-
livrer, livrés;entregar;Ce magasin nous a livrés notre machine à laver en 4 jours.;07/12/2021;0;1,3;2;1;lecture16;verb;-
locuteur;hablante;Les locuteurs francophones sont nombreux dans le monde.;07/12/2021;1;1,6;2;2;lecture16;name;-
loisirs;hobbies;Mes loisirs vont des mots croisés au saut en parachute.;17/12/2021;6;2,1;42;10;lecture3;name;-
lorsque, lorsqu;quand;"	Lorsqu'il arrivera, téléphonez-moi.";17/12/2021;6;2,1;42;10;lecture3;adverb;-
là;here;Signez là, paraphez là et là.;21/03/2022;6;2,6;109;10;lecture1;adverb;-
là-bas;over there;Conduis-moi seulement là-bas et je te récompenserai.;02/01/2022;8;1,8;43;10;lecture1;adverb;-
légende;llegenda;La légende du monstre du Loch Ness attire des milliers de touristes en Ecosse.;12/12/2021;4;1,9;10;8;lecture12;name;-
maison de retraite;residencia d'avis;Les personnes âgées seules se retrouvent souvent en maison de retraite.;17/12/2021;6;2,1;42;10;lecture3;name;-
marâtre;madrastra;"	La marâtre de Cendrillon était odieuse avec elle.";11/12/2021;4;1,8;9;7;lecture12;name;-
mensonge;mentida;Ce que tu dis n'est pas vrai, c'est un mensonge.;15/12/2021;4;1,9;10;8;lecture15;name;-
menées;maquinacions;Les menées de Sophie vont sûrement nous être défavorables.;10/12/2021;3;1,6;5;5;homework;name;-
meringues;merengues;"	Ma grand-tante me transmet comment réussir des meringues.";03/02/2022;7;2;60;10;mine;name;-
me saouler;Emborracharme;Seulement un peu. N'essaie pas de me saouler.;07/12/2021;0;1,3;2;1;homework;verb;-
mieux;better;Le tableau est mieux que celle-ci;21/03/2022;6;2,6;109;10;lecture1;adverb;-
misogyne;misogen;Il n'aime pas les femmes, il est misogyne.;07/12/2021;0;1,3;2;1;lecture12;adjective;-
moelleuse;melós;"	Pour être bonne, une datte doit être encore moelleuse.";07/12/2021;0;1,3;2;1;mine;adjective;-
monoparental;monoparental;De plus en plus d'agence propose des voyages pour les familles monoparentales.;14/12/2021;5;1,8;16;10;lecture3;adjective;-
mourir, meure;morta;C'est Zoé qui voulait que cette fille meure.;10/12/2021;3;1,6;5;5;lecture14;verb;-
mèner, mène;mana;Elle mène son mari par le bout du nez.;07/12/2021;3;1,6;5;5;homework;verb;-
méchant;malvat;Ce vieux grincheux est toujours méchant avec sa belle-fille.;12/12/2021;4;1,9;10;8;lecture12;adjective;-
ménage;parella;Je les connais, c'est un ménage très uni.;17/12/2021;6;2,1;42;10;lecture3;name;-
ménagers;domestics;Il ne faut pas laisser les produits ménagers à portée des enfants;07/12/2021;3;1,5;5;5;homework;adjective;-
n'importe quoi;qualsevol cosa;N'importe quoi pour se faire remarquer !;07/12/2021;1;1,6;2;2;lecture16;idiom;-
naissance;nàixement;Elle donna également naissance à une fille appelée Dina.;07/12/2021;0;1,74;2;1;lecture1;name;-
naitre, naisse;naixés;Il est mort pendant la guerre de Corée avant qu'elle ne naisse. ;15/12/2021;4;1,9;10;8;lecture14;verb;-
navire;vaixell;"	Le Titanic était un grand navire.";07/12/2021;3;1,8;5;5;lecture13;name;-
noyau;nucli;la famille est un noyau où on est bien;17/12/2021;6;2,1;42;10;lecture3;name;-
nœuds;nusos;Je n'arrive pas à retirer les nœuds de la ficelle. ;12/12/2021;4;1,9;10;8;lecture12;name;-
oies;ocas;Les oies sont de très bonnes gardiennes.;07/12/2021;1;1,6;2;2;lecture16;name;-
oser, ose;oso;Je n'ose pas lui annoncer le décès de son ami.;10/12/2021;3;1,6;5;5;lecture12;verb;-
ouïe;oida;L'ouïe est un des sens les plus développés chez le fœtus.;28/01/2022;7;2;60;10;lecture2;name;-
paille;palla;La paille sert de litière aux bêtes.;14/12/2021;4;1,7;9;7;lecture12;name;-
par cœur;de memoria;Il récita par cœur son poème.;07/12/2021;1;1,6;2;2;lecture16;idiom;-
par le bout du nez;com vol;Elle mène son mari par le bout du nez.;07/12/2021;3;1,6;5;5;mine;idiom;-
par plaisir;for pleasure;Crois-moi c'est pas par plaisir.;07/01/2022;7;1,9;48;10;lecture1;idiom;-
paraisser, paraisse;sembla;Aussi bête que ça paraisse, je l'aime, mon petit ours en peluche tout usé.;07/12/2021;0;1,3;2;1;lecture14;verb;-
paresse;peresa;Il passe ses journées à ne rien faire, sa paresse désespère ses parents.;12/12/2021;4;1,9;10;8;lecture12;adjective;-
parfume;sabor;qu'elle est ton parfume préfère pour un glacée;28/12/2021;6;1,9;30;10;lecture3;name;-
parole politique;discurs politic;Emmaüs construit sa parole politique à partir de l'action quotidienne de ses groupes, partout dans le monde.;10/12/2021;3;1,6;5;5;lecture15;name;-
passer revue, revue;passar revista;Le général passe ses troupes en revue.;14/12/2021;4;1,7;9;7;mine;verb;-
passive;pasiu;"	Le professeur se plaint de l'attitude passive de l'élève.";12/12/2021;4;1,9;10;8;lecture12;adjective;-
peau;pell;Elle met de la crème sur sa peau pour l'adoucir.;17/12/2021;6;2,1;42;10;lecture3;name;-
pencher, penche;s'inclina;Elle penche la tête pour regarder par la fenêtre.;07/12/2021;3;1,6;5;5;mine;verb;-
pendaison de crémaillère;Inaguration of a flat;Merci de m'avoir invité à la pendaison de crémaillère, au fait.;30/01/2022;8;1,9;59;10;lecture1;idiom;-
pendant ce temps-là;durant aquest temps;Pendant ce temps-là, le Maroc resserre son emprise sur le Sahara occidental;08/12/2021;3;1,6;5;5;lecture13;ind temporel;-
perchiste;saltador de pértiga;Ce perchiste a franchi 2m44.;07/12/2021;0;1,3;2;1;mine;name;-
physicien;fisic;Il travaille comme physicien au Centre Européen de Recherches Nucléaires.;07/12/2021;0;1,3;2;1;lecture16;name;-
pitié;pietat;Le roi n'a fait preuve d'aucune pitié et a fait exécuter les traîtres.;07/12/2021;3;1,6;5;5;lecture15;name;-
plaisanter, plaisante;bromeigar;Julie est très drôle, elle plaisante tout le temps.;07/12/2021;1;1,6;2;2;lecture16;verb;-
plat, plate;pla;La campagne du nord de la France est très plate.;07/12/2021;1;1,4;2;2;lecture15;adjective;-
plateau;altipla;Le plateau du Larzac est dans le Massif Central.;15/12/2021;4;1,9;10;8;lecture15;name;-
poil;cabell;Avec son poil bleu, ce chat est vraiment bizarre.;10/12/2021;3;1,6;5;5;mine;name;-
porte-parol;portaveu;L'abbé Pierre s'est fait le porte-parole des sans-logis.;08/12/2021;2;1,5;3;3;mine;name;-
potes;amics;Je suis allé en boîte avec des potes célibataires.;17/12/2021;6;2,1;42;10;mine;name;-
praticien;doctor;Le savoir-faire de ce praticien n'est plus à démontrer.;07/12/2021;3;1,8;5;5;lecture14;name;-
processus;procès;L'apprentissage est un processus long et complexe.;07/12/2021;3;1,6;5;5;lecture14;name;-
provisoire;provisional;Le juge a décidé la mise en détention provisoire du suspect.;10/12/2021;3;1,6;5;5;mine;adjective;-
précieux, précieuses;preciós;Les pierres précieuses sont très chères.;13/01/2022;7;1,9;48;10;lecture3;name;-
prêtre;sacerdot;Les prêtres sont ordonnés par un sacrement.;10/12/2021;3;1,6;5;5;lecture14;name;-
prôner, prônent;promoure;Les écologistes prônent l'abandon de la voiture.;10/12/2021;3;1,6;5;5;homework;verb;-
puissance;poder;La puissance de cette institution est très importante.;15/12/2021;4;1,9;10;8;lecture15;name;-
puissance;potencia;La puissance de ce moteur est impressionnante.;15/12/2021;4;1,9;10;8;mine;name;-
puissant, puissante;poderosa;C'est une machine très puissante.;07/12/2021;3;1,8;5;5;lecture15;verb;-
punition;castig;"	Comme punition l'enfant est privé de télévision.";12/12/2021;4;1,9;10;8;lecture12;name;-
racines;arrels;Monique n'en oublie pas ses racines.;28/01/2022;7;2;60;10;lecture2;name;-
rage;rabia;Le joueur était en rage après sa défaite.;14/12/2021;4;1,7;9;7;mine;name;-
rappeler;recordar;Il convient en outre de rappeler que les dispositions interprétatives annexées au traité instituant la Communauté européenne;29/12/2021;6;1,86;26;10;lecture3;verb;-
ravin;penyasegat;Ce ravin fait peur.;07/12/2021;3;1,6;5;5;lecture15;name;-
rayonnante;Radiant;C'est un enfant rayonnante de gaieté;07/01/2022;6;2,1;42;10;mine;name;-
regarder, regardions;mirar;Nous regardions au loin.;04/01/2022;6;1,9;30;10;lecture3;verb;-
rendre compte de, rend compte de;dar cuenta de;"	Il rend compte des avancées du projet tous les lundis matin.";07/12/2021;3;1,7;5;5;lecture15;verb;-
renouveau;renovació;Après une période de contre-performances, on assiste au renouveau du perchiste.;07/12/2021;1;1,6;2;2;lecture16;name;-
repérer, repéré;fixarse en;"	J'ai repéré un petit magasin de vêtements qui a l'air sympa";08/12/2021;2;1,5;3;3;mine;verb;-
ressentir, ressens;sento;Je ressens une grande joie à l'annonce de leur mariage.;08/12/2021;3;1,6;5;5;lecture15;verb;-
resserrer, resserre;estrehcar;Il resserre ses liens avec ces anciens amis.;07/12/2021;1;1,4;2;2;mine;verb;-
revue;revista;Les revues people sont de plus en plus nombreuses.;12/12/2021;4;1,9;10;8;homework;name;-
revues people;revistes del cor;Les revues people sont de plus en plus nombreuses.;14/12/2021;4;1,7;9;7;mine;name;-
rigoler;riure;Mon collègue me fait rigoler avec ses blagues. ;16/12/2021;6;2,1;42;10;lecture2;verb;-
roman;novel;Son dernier roman a été publié à des milliers d'exemplaires.;01/03/2022;6;2,5;95;10;lecture1;name;-
rompre;break up;Je te dis pas de rompre, mais de faire une pause.;24/01/2022;6;2,4;72;10;lecture1;verb;-
récit;relat;"	Nous avons écouté le récit de ses vacances avec intérêt.";15/12/2021;4;1,9;10;8;lecture15;name;-
répandue;estesa;C'est une coutume très répandue dans la communauté.;10/12/2021;3;1,6;5;5;mine;adjective;-
résoudre;resoldre;Mon mari sait résoudre n'importe quel problème.;07/12/2021;3;1,6;5;5;lecture14;verb;-
rêver de, rêvé d;somiar amb;Cette nuit, j'ai rêvé d'un accident survenu voilà longtemps.;08/12/2021;3;1,6;5;5;lecture15;verb;-
s'identifier à, s'identifient à;indentificarse amb;Les adolescents s'identifient à leur idole.;07/12/2021;0;1,3;2;1;lecture15;verb;-
s'intéresser à, intéressé à;fer guanyar interés;Ce professeur de musique m'a intéressé à la guitare.;14/12/2021;4;1,7;9;7;lecture15;verb;-
s'émouvoir, émeut;conmoverse;La naissance des oursons émeut les soigneurs.;08/12/2021;3;1,6;5;5;lecture15;verb;-
sage;savi, savia;Vous avez pris une sage décision.;07/12/2021;3;1,8;5;5;lecture14;adjective;-
sans tricher;sense fer trampa;Les bonnes notes, je les ai sans tricher.;09/01/2022;6;2,28;59;10;lecture1;idiom;-
sans-logis;sense sostre;L'abbé Pierre s'est fait le porte-parole des sans-logis.;07/12/2021;3;1,6;5;5;mine;name;-
savoir-faire;saber-fer;Le savoir-faire de ce praticien n'est plus à démontrer.;07/12/2021;3;1,8;5;5;lecture14;name;-
se lie;se vincula;il se lie à une famille noble et apprend son histoire;10/12/2021;3;1,6;5;5;lecture15;verb;-
